iyear,imonth,iday,provstate,city,latitude,longitude,location,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,target1,gname,nkill,nwound,scite1
2012,11,21,Punjab,Rawalpindi,33.605801,73.043747,,3,Bombing/Explosion,,,Muharram Procession,Tehrik-i-Taliban Pakistan (TTP),25,62,"""At least 37 killed in Pak terror attacks,"" Press Trust of India, November 22, 2012."
2011,3,8,Punjab,Faisalabad,31.408822,73.083021,"The explosion took place near the Inter-Services Intelligence building in the Civil Lines area of Faisalabad, Punjab, Pakistan.",3,Bombing/Explosion,,,The Inter-Services Intelligence building was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),25,101,"Press TV, ""Twenty Five Killed, 154 Injured in Pakistan Blast,"" http://www.presstv.ir/detail/168792.html (March 8, 2011)."
2009,4,5,Punjab,Chakwal,32.930357,72.855476,,3,Bombing/Explosion,,,A Shiite mosque,Tehrik-i-Taliban Pakistan (TTP),25,140,"Jane Perlez, Pir Zubair, �Day Of Suicide Attacks Displays Strength Of Pakistani Taliban,� New York Times, April 6, 2009, http://www.nytimes.com/2009/04/06/world/asia/06pstan.html?_r=1&ref=world."
2009,9,18,North-West Frontier Province,Kohat,33.583401,71.433219,"In Uztarzai, Kohat, North-West Frontier, Pakistan.",3,Bombing/Explosion,,,The target of the bombing was civilians.,Lashkar-e-Jhangvi,25,36,"National Counterterrorism Center, ""Forty Civilians Killed, Eighty Others Injured in Suicide VBIED Attack by Lashkar i Jhangvi in Kohat, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, January 14, 2010."
2008,9,10,North-West Frontier Province,Dir,35.202293,71.873006,Miskene area,3,Bombing/Explosion,2,Armed Assault,A mosque,Unknown,25,50,"National Counterterrorism Center, ""22 civilians, Three children killed, 47 civilians, Three children wounded in armed attack in Dir, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, September 10th, 2008."
2007,5,15,North-West Frontier Province,Peshawar,34.009667,71.579994,,3,Bombing/Explosion,,,Any Afghans helping the United States,Taliban (Pakistan),25,,"Griff Witte and Kamran Khan.  �Suicide Bombing Kills 25 in Pakistan; Afghan Restaurant Is Target; Recent Violence Highlights Challenges Facing Musharraf,� The Washington Post.  May 16, 2007."
2007,7,14,Federally Administered Tribal Areas,Miran Shah,32.998617,70.067081,Near Afghan border,3,Bombing/Explosion,,,Military convoy in North Waziristan near the Afghan border,Al-Qaida,25,26,"Ismail Khan, �Deadly Violence Surges in the Tribal Regions of Pakistan,� The New York Times, July 15, 2007."
2007,7,20,Balochistan,Hub,25.033647,66.881224,,3,Bombing/Explosion,,,Marketplace in the town of Hub,Unknown,25,20,"""32 more killed in wave of bombings,� The Advertiser (Australia),  July 20, 2007."
2015,2,13,Khyber Pakhtunkhwa,Hayatabad,33.993364,71.437996,,3,Bombing/Explosion,,,Imambargah,Jundallah (Pakistan),24,50,"""Death toll in Pakistan Shiite mosque attack rises to 21,"" Agence France Presse -- English, February 14, 2015."
2008,1,10,Punjab,Lahore,31.554606,74.357158,,3,Bombing/Explosion,,,Police guarding the courthouse of Lahore high court,Unknown,24,,"�Suicide Bombing Kills 24 in Pakistan,� Associated Press Online, January 10, 2008."
2008,12,28,North-West Frontier Province,Shalbandi,34.500469,72.521992,At a polling station in the Shal Bandai school in the Shalbandi village in Buner.,3,Bombing/Explosion,,,A polling station in the Shal Bandi government school,Tehrik-i-Taliban Pakistan (TTP),24,16,"Associated Press of Pakistan, ""Death Toll in Buner Blast Reaches to 23: Police,"" http://www.app.com.pk/en_/index.php?option=com_content&task=view&id=63239&Itemid=38 (December 28, 2008)."
2013,5,6,Federally Administered Tribal Areas,Parachinar,33.900164,70.097065,The incident occurred in Kurram agency.,3,Bombing/Explosion,,,Candidate: Munir Khan Orakzai,Tehrik-i-Taliban Pakistan (TTP),23,70,"""Pakistan election rally death toll climbs to 23: officials,"" Agence France Presse -- English, May 7, 2013."
2012,3,2,Federally Administered Tribal Areas,Tirah district,33.8125,70.676944,Incident occurred in the Tirah Valley,3,Bombing/Explosion,,,Members,Tehrik-i-Taliban Pakistan (TTP),23,20,"""FACTBOX-Security developments in Pakistan, March 2,"" Reuters News, March 2, 2012."
2011,9,7,Balochistan,Quetta,30.182125,67.000517,,3,Bombing/Explosion,,,"Deputy Inspector-General of Frontier Corps, Brigadier Farrukh Shehzad,",Tehrik-i-Taliban Pakistan (TTP),23,30,"Jane's Intelligence, ""Complex Attack Leaves 25 Dead in Pakistan's Balochistan,"" Terrorism Watch report, Al Jazeera, Reuters, BBC, September 07, 2011."
2015,12,13,Federally Administered Tribal Areas,Parachinar,33.905705,70.100966,,3,Bombing/Explosion,,,Clothes Market,Lashkar-e-Jhangvi,22,70,"""Sunni Militants Claim Deadly Attack at Market in Pakistan,"" New York Times, December 13, 2015."
2014,4,9,Islamabad Capital Territory,Islamabad,33.729476,73.09317,,3,Bombing/Explosion,,,Vegetable Market,United Baloch Army (UBA),21,46,"""AFP: Pakistan Doubts Baluch Group's Claims About Market Blast,"" AFP (World Service), April 10, 2014."
2012,5,4,Federally Administered Tribal Areas,Khar,34.730041,71.521948,,3,Bombing/Explosion,,,Checkpoint,Tehrik-i-Taliban Pakistan (TTP),21,40,"""Suicide bombing in Pakistani market kills 16,"" Associated Press Online, May 4, 2012."
2012,12,17,Khyber Pakhtunkhwa,Jamrud,34.00012,71.383252,,3,Bombing/Explosion,,,Bus Stand,Unknown,21,66,"""Bomb attack kills 11 in north-western Pakistan,"" Deutsche Presse-Agentur, December 17, 2012."
2011,11,15,Federally Administered Tribal Areas,Marazan district,33.616111,70.764722,,3,Bombing/Explosion,,,"A military checkpost in Kurram agency, including Major Sikandar",Militants,21,,"Iftikhar Firdous and Umer Farooq, ""Army official, 20 militants killed in Kurram clash,"" The Express Tribune, November 16, 2011."
2007,7,16,North-West Frontier Province,Dera Ismail Khan,31.82851,70.907234,,3,Bombing/Explosion,,,"Pakistan police station, new recruits",Unknown,21,35,"Andrew Buncombe, �At least 65 Pakistanis die in Red Mosque revenge attack,� The Independent (London),  July 16, 2007."
2007,10,25,North-West Frontier Province,Mingora,34.77436,72.356922,,3,Bombing/Explosion,,,Truck,Unknown,21,34,"National Counter Terrorism Center, 2007 Report on Terrorism"
2013,6,30,Khyber Pakhtunkhwa,Badaber,33.914019,71.553286,The attack occurred on Kohat Road in Badaber.,3,Bombing/Explosion,,,Convoy,Tehrik-i-Taliban Pakistan (TTP),20,50,"""Militant Attacks on Pakistani Military Take Heavy Toll,"" New York Times, June 30, 2013."
2010,9,7,Khyber Pakhtunkhwa,Kohat,33.583401,71.433219,"At a police residential complex in Kohat, Khyber Pakhtunkwa, Pakistan.",3,Bombing/Explosion,,,A police residential complex was targeted in the attack.,Unknown,20,80,"Jane�s Intelligence, �SVIED Attack Kills 22 In Pakistan's Kohat,� Terrorism Watch Report, Nation, September 8, 2010."
2010,12,8,Khyber Pakhtunkhwa,Kohat,33.583401,71.433219,"At Tirah Bazaar in Kohat, Khyber Pakthunkhwa, Pakistan.",3,Bombing/Explosion,,,Civilians,Unknown,20,20,"South Asia Terrorism Portal, ""Four SF Personnel Injured in Khyber Pakhtunkhwa,"" Dawn, http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F12%2F10#4 (December 10, 2010)."
2008,7,6,Islamabad Capital Territory,Islamabad,33.708988,73.053857,,3,Bombing/Explosion,,,A police station,Unknown,20,40,"Business Recorder, ""Sixteen Policemen Among 19 Killed in Suicide Attack,"" Business Recorder, July 07, 2008."
2005,5,27,Islamabad Capital Territory,Islamabad,33.708988,73.053857,,3,Bombing/Explosion,,,The Bari Imam Shrine in Islamabad,Unknown,20,100,"�AFP: Death Toll in Pakistan Shrine Blast Rises to At Least 19,� Agence France Presse, May 27, 2005."
2013,3,26,Federally Administered Tribal Areas,Miran Shah,33.001248,70.065774,North Waziristan,3,Bombing/Explosion,,,Checkpost,Unknown,19,,"""Pakistan Editorial Calls for Resolving Security Issues in Tribal Areas,"" The News Online, March 26, 2013."
2012,6,8,Khyber Pakhtunkhwa,Gulbela,34.119318,71.651019,,3,Bombing/Explosion,,,Bus,Tehrik-i-Taliban Pakistan (TTP),19,40,"""Pakistan: Bomb Kills 19 on Bus,"" The New York Times, June 9, 2012."
2012,8,29,Federally Administered Tribal Areas,Badar,32.703582,70.024262,"Surang Baba Ziarat village, Wana (South Waziristan)",3,Bombing/Explosion,,,Checkpost,Tehrik-i-Taliban Pakistan (TTP),19,6,"""Pakistani Taliban release video of severed heads,"" Agence France Presse -- English, August 31, 2012."
2012,12,30,Balochistan,Mastung,29.800158,66.849889,,3,Bombing/Explosion,,,Pilgrims,Jaish-e-Islam,19,25,"""(Incorporating Pak-Soldiers series),"" Press Trust of India, December 30, 2012."
2011,6,5,Khyber Pakhtunkhwa,Nowshera,34.014167,71.976154,,3,Bombing/Explosion,,,The family members of military personnel,Tehrik-i-Taliban Pakistan (TTP),19,28,"Jane�s Intelligence, �Suicide Attack Kills 18 People in Pakistan's Nowshera,� Terrorism Watch Report, Al Jazeera and BBC, June 6, 2011."
2009,6,9,North-West Frontier Province,Peshawar,34.009667,71.579994,,3,Bombing/Explosion,2,Armed Assault,The Pearl Continental Hotel in Peshawar,Tehrik-i-Taliban Pakistan (TTP),19,57,"Daily Times, ""Peshawar PC Blast Death Toll Reaches 17, "" http://www.dailytimes.com.pk/default.asp?page=2009\06\11\story_11-6-2009_pg1_8 (June 11, 2009)."
2007,7,20,North-West Frontier Province,Kohat,33.583401,71.433219,,3,Bombing/Explosion,,,Mosque inside the Pathan military training centre,Unknown,19,15,"""Mosque bombing kills 12 in Pakistan,� UPI,  July 20, 2007."
2007,9,11,North-West Frontier Province,Dera Ismail Khan,31.82851,70.907234,,3,Bombing/Explosion,,,Civilians on board the minibus,Unknown,19,16,"S.H. Khan, ""17 killed in Pakistan suicide attack,"" Agence France Presse, September 11, 2007."
2016,3,7,Khyber Pakhtunkhwa,Shabqadar,34.217235,71.555599,,3,Bombing/Explosion,,,Local Court,Tehrik-i-Taliban Pakistan (TTP),18,30,"""Afghanistan: Blast Kills 17 As Pakistani Taliban Avenge Executed Islamist,"" TOLOnews Online, March 8, 2016."
2013,3,23,Federally Administered Tribal Areas,Mir Ali,32.970328,70.277903,"At the Esha check post, North Waziristan Agency",3,Bombing/Explosion,,,Esha Checkpost,Unknown,18,26,"""17 killed from explosive-packed tanker,"" CNN, March 24, 2013."
2013,4,16,Khyber Pakhtunkhwa,Peshawar,34.004378,71.580409,The incident occurred in the Yakatoot area of the city.,3,Bombing/Explosion,,,Nephew of Member Ghalum Ahmed Bilour: Haroon Bilour,Tehrik-i-Taliban Pakistan (TTP),18,60,"""Pakistan: ANP to lodge FIR against top brass if   attacked   again, says Bilour,"" Right Vision News, April 19, 2013."
2013,10,3,Khyber Pakhtunkhwa,Hangu district,33.546327,71.0757,,3,Bombing/Explosion,2,Armed Assault,Compound of Militia Leader: Nabi Hanfi,Tehrik-i-Taliban Pakistan (TTP),18,22,"""Deadly Taliban attack on rival Pakistan group,"" Al Jazeera, October 3, 2013."
2012,1,15,Punjab,Khan Pur,31.681826,74.101247,Rahim Yar Khan District,3,Bombing/Explosion,,,Pilgrims,Unknown,18,20,"""BOMB STRIKES GATHERING OF SHIITE WORSHIPERS IN PAKISTAN,"" The New York Times Abstracts, January 16, 2012."
2012,3,11,Khyber Pakhtunkhwa,Badaber,33.923611,71.561111,The event occurred in the Badaber area of Peshawar.,3,Bombing/Explosion,,,Deputy Speaker: Khushidil Khan,Tehrik-i-Taliban Pakistan (TTP),18,35,"""Suicide blast at Pakistan funeral kills 15: officials,"" Agence France Presse -- English, March 11, 2012."
2011,6,11,Khyber Pakhtunkhwa,Peshawar,34.009667,71.579994,"Inside a retail and hotel complex in the Khyber Super Market area of Peshawar, Khyber Pakhtunkhwa, Pakistan.",3,Bombing/Explosion,,,A retail and hotel complex,Tehrik-i-Taliban Pakistan (TTP),18,40,"Press TV, ""Explosion Rocks Area near Islamabad,"" Agence France Presse, http://www.presstv.ir/detail/184402.html (June 12, 2011)."
2011,6,11,Khyber Pakhtunkhwa,Peshawar,34.009667,71.579994,"Outside a retail and hotel complex in the Khyber Super Market area of Peshawar, Khyber Pakhtunkhwa, Pakistan.",3,Bombing/Explosion,,,First-responders,Tehrik-i-Taliban Pakistan (TTP),18,40,"Press TV, ""Explosion Rocks Area near Islamabad,"" Agence France Presse, http://www.presstv.ir/detail/184402.html (June 12, 2011)."
2008,2,9,North-West Frontier Province,Charsadda,34.148181,71.730028,,3,Bombing/Explosion,,,Participants in the Charsadda political rally.,Unknown,18,25,"Riaz Khan, �Bomb explodes at election rally in northwest Pakistan, killing 18,� The Associated Press, Feb 09, 2008."
2007,8,1,Federally Administered Tribal Areas,Miran Shah,32.998617,70.067081,"Near Miran Shah, the main town in the North Waziristan",3,Bombing/Explosion,2,Armed Assault,Military base in Miran Shah,Taliban (Pakistan),18,2,"Bashirullah Khan, �Fighting escalates in Pakistan's tribal region; 15 militants killed,� Associated Press Worldstream,, August 1, 2007."
2007,9,4,Punjab,Rawalpindi,33.600399,73.043426,,3,Bombing/Explosion,,,Bus carrying personnel,Al-Qaida,18,35,"Omar Waraich and Saeed Shah, ""Pakistani army hit as suicide bombers kill 25,"" Belfast Telegraph, September 5, 2007."
2007,11,24,Punjab,Rawalpindi,33.600399,73.043426,,3,Bombing/Explosion,,,Employees of the agency,Unknown,18,,"�Suicide Bombers Kill at Least 13 in Twin Attacks in Pakistan,� The New York Times, November 24, 2007."
2007,11,24,Punjab,Rawalpindi,33.600399,73.043426,,3,Bombing/Explosion,,,soldiers guarding an entrance into army headquarters,Unknown,18,,"�Suicide Bombers Kill at Least 13 in Twin Attacks in Pakistan,� The New York Times, November 24, 2007."
2004,5,7,Sindh,Karachi,24.893379,67.028061,,3,Bombing/Explosion,,,"The Sindh Madrassah tul Islam School in Kashmir, Pakistan",Lashkar-e-Jhangvi,18,100,"�Policeman Named as Suicide Bomber in Pakistan Mosque Attack,� Hong Kong AFP, May 15, 2004."
2014,4,8,Balochistan,Sibi,29.547091,67.869876,The incident occurred at the train station in the city.,3,Bombing/Explosion,,,Jaffar Express Train,United Baloch Army (UBA),17,35,"""14 Killed in Bombing in Western Pakistan,"" New York Times, April 8, 2014."
2013,1,13,Federally Administered Tribal Areas,Gareeyom,32.812886,69.969686,Gareeyom area of Tehsil Dosali,3,Bombing/Explosion,,,Convoy,Mujahideen Ansar,17,20,"""Roadside bomb kills 14 Pakistani soldiers: officials,"" Agence France Presse -- English, January 13, 2013."
2013,3,21,Khyber Pakhtunkhwa,Jalozai,33.905685,71.809173,In Nowshera District,3,Bombing/Explosion,,,Afghan Refugees,Lashkar-e-Islam (Pakistan),17,30,"""Deadly bomb at Pakistan refugee camp,"" BBC, March 21, 2013."
2013,9,27,Khyber Pakhtunkhwa,Peshawar,34.00372,71.544288,,3,Bombing/Explosion,,,Employee Transport Bus,Tehrik-i-Taliban Pakistan (TTP),17,33,"""AFP: Pakistan Bus Bomb Kills At Least 18: Officials,"" AFP (World Service), September 27, 2013."
2012,10,13,Federally Administered Tribal Areas,Dara Adam Khel,33.686152,71.514528,,3,Bombing/Explosion,,,Market,Unknown,17,30,"""16 Killed in Suicide Attack in Pakistan,"" The New York Times, October 14, 2012."
2011,1,17,Khyber Pakhtunkhwa,Hangu,33.533541,71.057467,,3,Bombing/Explosion,,,A bus,Tehrik-i-Taliban Pakistan (TTP),17,11,"Jane�s Intelligence, �IED Kills 15 in Pakistan's Hangu,� Terrorism Watch Report, BBC Monitoring and Reuters, January 17, 2011."
2010,2,11,North-West Frontier Province,Bannu,32.984995,70.606944,"In near a police facility in Bannu, North West Frontier Province, Pakistan.",3,Bombing/Explosion,,,A police facility was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),17,20,"Riaz Khan, ""Two Blasts in NW Pakistan Target Police Officers,"" Associated Press, February 11, 2010."
2009,11,19,North-West Frontier Province,Peshawar,34.009667,71.579994,At the Judicial Complex on Khyber road in Peshawar.,3,Bombing/Explosion,,,The Judicial Complex,Unknown,17,26,"Jane's Intelligence, ""Suicide Attack Kills At Least 16 in Pakistan's Peshawar,"" Terrorism Watch Report, December 22, 2009."
2007,7,17,Islamabad Capital Territory,Islamabad,33.708988,73.053857,,3,Bombing/Explosion,,,Unknown,Unknown,17,63,"National Counter Terrorism Center, 2007 Report on Terrorism"
2016,1,13,Balochistan,Quetta,30.165418,67.001628,The incident occurred in the Satellite Town neighborhood.,3,Bombing/Explosion,,,Health Center,Tehrik-i-Taliban Pakistan (TTP),16,25,"""15 die as suicide bomber strikes polio security team,"" Dawn (Pakistan), January 14, 2016."
2016,3,16,Khyber Pakhtunkhwa,Peshawar,34.012906,71.580885,,3,Bombing/Explosion,,,Bus of Employees,Lashkar-e-Islam (Pakistan),16,50,"""Bus blast kills 15 government employees in northwest Pakistan,"" Jerusalem Post, March 16, 2016."
2015,7,5,Federally Administered Tribal Areas,Datta Khel,32.908626,69.748061,The incident occurred in the Ghaziza area.,3,Bombing/Explosion,2,Armed Assault,Convoy,Tehrik-i-Taliban Pakistan (TTP),16,5,"""Four Pakistani soldiers, 12   militants   die in clash: officials,"" Agence France Presse -- English, July 5, 2015."
2015,11,17,Balochistan,Abi Gum,29.808836,67.398632,The incident occurred in the Bolan district.,3,Bombing/Explosion,,,Train,Baloch Young Tigers (BYT),16,150,"""Pakistan: Jaffar Express struck by explosion; seven killed,"" Dawn Online, November 17, 2015."
2014,6,8,Balochistan,Taftan,28.954218,61.579536,,3,Bombing/Explosion,2,Armed Assault,Shia Pilgrims,Jaish-e-Islam,16,8,"""Shia pilgrims killed in Pakistan,"" BBC, June 8, 2014."
2014,6,8,Balochistan,Taftan,28.949068,61.586611,,3,Bombing/Explosion,2,Armed Assault,Shia Civilians,Jaish-e-Islam,16,8,"""Gun and suicide attack kills 24 near Pakistan-Iran border,"" Agence France Presse -- English, June 9, 2014."
2013,5,13,Federally Administered Tribal Areas,Miranshah,33.000386,70.065293,The attack occurred in Miranshah.,3,Bombing/Explosion,,,Bus,Unknown,16,,"""Pakistan: 16 die as explosion hits passenger coach in North Waziristan,"" The Nation Online, May 13, 2013."
2011,4,21,Sindh,Karachi,24.893379,67.028061,At Rami Club near the Ghaas Mandi area (hay market) of Lyari locality in Karachi.,3,Bombing/Explosion,,,"A gambling den, Rami Club,",Unknown,16,30,"Press TV, ""Massive Blast Kills 16 in Pakistan,"" http://www.presstv.ir/detail/176039.html (April 21, 2011)."
2008,2,22,North-West Frontier Province,Matta,34.92969,72.416834,,3,Bombing/Explosion,,,A vehicle filled with Pakistani civilians,Unknown,16,12,"Essa Khankhel �Bomb hits Matta wedding party,� The Nation, February 22, 2008."
2007,2,17,Balochistan,Quetta,30.182971,66.998734,,3,Bombing/Explosion,,,A district courtroom,Unknown,16,35,"Carlotta Gall, �Suicide Bomber Kills Judge and 14 Others in Pakistani Courtroom,� The New York Times, February 18, 2007."
2007,7,16,North-West Frontier Province,Matta,34.931154,72.416695,,3,Bombing/Explosion,,,Pakistan paramilitary convoy,Unknown,16,47,"Andrew Buncombe, �At least 65 Pakistanis die in Red Mosque revenge attack,� The Independent (London),  July 16, 2007."
2007,9,13,North-West Frontier Province,Tarbela,34.061786,72.694561,,3,Bombing/Explosion,,,Pakistani anti-terrorism unit,Unknown,16,27,"Salman Masood and Ismail Khan, ""Bomb at Pakistani Base Kills At Least 15 From Elite Unit,"" The New York Times, September 14, 2007."
2000,4,12,Punjab,Mallow Wali,32.222559,74.450203,,3,Bombing/Explosion,2,Armed Assault,"Mallow Wali Mosque in Mallow Wali, Pakistan",Unknown,16,,"�Pakistan: At Least 15 Killed in Attack on Mosque,� The News, April 12, 2000."
2000,9,19,Islamabad Capital Territory,Islamabad,33.708988,73.053857,,3,Bombing/Explosion,,,"Shoppers and traders, civilians at the market",Unknown,16,60,"�Bomb blast kills 16 in busy food market,� The Globe and Mail, September 20, 2000."
